TIME_UTC_SECONDS,TIME_UTC_STR,AIR_TEMP,TRACK_TEMP,HUMIDITY,PRESSURE,WIND_SPEED,WIND_DIRECTION,RAIN,LOCATION,EVENT
1618036868,10/04/21 6:41,11.0556,12.8,65,1017.51,0,71,-1,Location 2,Free Practice 1
1618036933,10/04/21 6:42,11.1111,12.8,65,1017.47,0,71,-1,Location 2,Free Practice 1
1618036998,10/04/21 6:43,11.1667,12.8,65,1017.58,0,71,-1,Location 2,Free Practice 1
1618037063,10/04/21 6:44,11.1667,12.9,65,1017.58,0,71,-1,Location 2,Free Practice 1
1618049287,10/04/21 10:08,15.0556,19.6,63,1018.08,2.12187,160,-1,Location 2,Qualifying Group 2
1618049352,10/04/21 10:09,15.0556,19.6,63,1018.08,1.06093,169,-1,Location 2,Qualifying Group 2
1618049418,10/04/21 10:10,15.0556,19.5,63,1018.02,2.12187,168,-1,Location 2,Qualifying Group 2
1618049482,10/04/21 10:11,15.0556,19.5,63,1018.02,4.24374,167,-1,Location 2,Qualifying Group 2
1618050259,10/04/21 10:24,14.9444,19.4,64,1017.91,1.06093,196,-1,Location 2,Qualifying Group 4
1618050323,10/04/21 10:25,14.9444,19.7,64,1017.85,0,197,-1,Location 2,Qualifying Group 4
1618050384,10/04/21 10:26,14.9444,19.9,64,1017.88,2.12187,196,-1,Location 2,Qualifying Group 4
1618050449,10/04/21 10:27,15,20.1,64,1017.78,2.12187,194,-1,Location 2,Qualifying Group 4
1618049798,10/04/21 10:16,14.9444,19.4,63,1017.98,2.12187,171,-1,Location 2,Qualifying Group 3
1618049863,10/04/21 10:17,14.9444,19.4,63,1017.95,1.06093,148,-1,Location 2,Qualifying Group 3
1618049928,10/04/21 10:18,14.9444,19.4,63,1017.91,1.06093,163,-1,Location 2,Qualifying Group 3
1618049993,10/04/21 10:19,14.9444,19.4,63,1017.81,2.12187,163,-1,Location 2,Qualifying Group 3
1614430803,27/02/21 13:00,22.8333,29.2,30,937.183,1.06093,322,-1,Location 1,Qualifying Group 1
1614430882,27/02/21 13:01,22.8333,29,30,937.115,1.06093,315,-1,Location 1,Qualifying Group 1
1614430948,27/02/21 13:02,22.8333,28.9,30,937.082,1.06093,125,-1,Location 1,Qualifying Group 1
1614431013,27/02/21 13:03,22.8333,28.7,30,937.115,2.12187,61,-1,Location 1,Qualifying Group 1
1614422760,27/02/21 10:46,22,32.7,32,937.454,2.12187,286,-1,Location 1,Free Practice 3
1614422820,27/02/21 10:47,22,33,32,937.42,8.48747,270,-1,Location 1,Free Practice 3
1614422885,27/02/21 10:48,21.9444,33.2,32,937.454,4.24374,298,-1,Location 1,Free Practice 3
1614422950,27/02/21 10:49,21.9444,33.5,32,937.352,4.24374,309,-1,Location 1,Free Practice 3
1614423016,27/02/21 10:50,22,33.7,32,937.386,4.24374,294,-1,Location 1,Free Practice 3
1614423081,27/02/21 10:51,22.0556,33.9,32,937.42,2.12187,295,-1,Location 1,Free Practice 3
1614423145,27/02/21 10:52,22.1111,34.1,32,937.386,1.06093,288,-1,Location 1,Free Practice 3
1614423206,27/02/21 10:53,22.1667,34.2,32,937.42,3.1828,331,-1,Location 1,Free Practice 3
1614423270,27/02/21 10:54,22.2222,34.4,31,937.454,2.12187,329,-1,Location 1,Free Practice 3
1614423331,27/02/21 10:55,22.2778,34.5,31,937.42,3.1828,297,-1,Location 1,Free Practice 3
1614423396,27/02/21 10:56,22.2778,34.5,31,937.386,3.1828,277,-1,Location 1,Free Practice 3
1614423461,27/02/21 10:57,22.3333,34.7,31,937.352,3.1828,22,-1,Location 1,Free Practice 3
1614423526,27/02/21 10:58,22.3333,34.7,31,937.319,2.12187,18,-1,Location 1,Free Practice 3
1614423601,27/02/21 11:00,22.3333,34.8,31,937.319,0,332,-1,Location 1,Free Practice 3
1614423661,27/02/21 11:01,22.3889,34.8,31,937.251,1.06093,332,-1,Location 1,Free Practice 3
1614423727,27/02/21 11:02,22.3889,34.9,31,937.217,5.30467,298,-1,Location 1,Free Practice 3
1614423792,27/02/21 11:03,22.4444,35,31,937.217,2.12187,61,-1,Location 1,Free Practice 3
1614423856,27/02/21 11:04,22.4444,35,30,937.183,1.06093,348,-1,Location 1,Free Practice 3
1614423917,27/02/21 11:05,22.4444,35.1,31,937.149,10.6093,301,-1,Location 1,Free Practice 3
1614423982,27/02/21 11:06,22.4444,34.9,30,937.082,2.12187,5,-1,Location 1,Free Practice 3
1614424047,27/02/21 11:07,22.4444,34.6,30,937.149,5.30467,314,-1,Location 1,Free Practice 3
1614424112,27/02/21 11:08,22.4444,34.1,30,937.115,2.12187,283,-1,Location 1,Free Practice 3
1614424177,27/02/21 11:09,22.5,34.1,30,937.082,2.12187,275,-1,Location 1,Free Practice 3
1614424237,27/02/21 11:10,22.5,34.2,30,937.115,3.1828,355,-1,Location 1,Free Practice 3
1614424302,27/02/21 11:11,22.5556,34.3,30,937.082,3.1828,290,-1,Location 1,Free Practice 3
1614424368,27/02/21 11:12,22.6111,34.3,30,937.014,1.06093,304,-1,Location 1,Free Practice 3
1614424432,27/02/21 11:13,22.6111,34.3,31,937.082,1.06093,302,-1,Location 1,Free Practice 3
1614424493,27/02/21 11:14,22.6667,34.2,30,937.014,2.12187,296,-1,Location 1,Free Practice 3
1614424558,27/02/21 11:15,22.7222,34.2,30,937.115,2.12187,296,-1,Location 1,Free Practice 3
1614424623,27/02/21 11:17,22.7778,34.3,30,937.082,6.3656,49,-1,Location 1,Free Practice 3
1614424688,27/02/21 11:18,22.7778,34.4,30,937.115,4.24374,21,-1,Location 1,Free Practice 3
1614424748,27/02/21 11:19,22.7778,34.4,30,937.048,2.12187,5,-1,Location 1,Free Practice 3
1614424813,27/02/21 11:20,22.7778,34.5,30,936.98,1.06093,350,-1,Location 1,Free Practice 3
1614424878,27/02/21 11:21,22.8333,34.4,30,937.014,2.12187,41,-1,Location 1,Free Practice 3
1614424943,27/02/21 11:22,22.8889,34.4,30,937.014,2.12187,58,-1,Location 1,Free Practice 3
1614425003,27/02/21 11:23,22.8889,34.4,30,937.048,5.30467,346,-1,Location 1,Free Practice 3
1614425069,27/02/21 11:24,22.9444,34.4,30,937.014,2.12187,291,-1,Location 1,Free Practice 3
1614425134,27/02/21 11:25,23,34.4,30,937.082,4.24374,312,-1,Location 1,Free Practice 3
1614425199,27/02/21 11:26,23,34.4,30,937.048,5.30467,26,-1,Location 1,Free Practice 3
1614425264,27/02/21 11:27,22.9444,33.9,29,937.014,2.12187,51,-1,Location 1,Free Practice 3
1614425324,27/02/21 11:28,22.8889,33.6,29,937.082,2.12187,292,-1,Location 1,Free Practice 3
1614425389,27/02/21 11:29,22.8333,33.5,30,937.082,2.12187,304,-1,Location 1,Free Practice 3
1614431333,27/02/21 13:08,22.9444,28.2,30,936.98,2.12187,99,-1,Location 1,Qualifying Group 2
1614431398,27/02/21 13:09,22.9444,28.1,30,937.014,0,87,-1,Location 1,Qualifying Group 2
1614431464,27/02/21 13:11,23,28,30,936.946,3.1828,88,-1,Location 1,Qualifying Group 2
1614432294,27/02/21 13:24,22.8889,26.8,30,937.014,3.1828,340,-1,Location 1,Qualifying Group 4
1614432355,27/02/21 13:25,22.8889,26.8,30,937.048,2.12187,57,-1,Location 1,Qualifying Group 4
1614432420,27/02/21 13:27,22.8889,26.7,30,937.014,3.1828,44,-1,Location 1,Qualifying Group 4
1614431784,27/02/21 13:16,22.8889,27.5,30,936.98,1.06093,98,-1,Location 1,Qualifying Group 3
1614431844,27/02/21 13:17,22.8889,27.4,30,937.048,1.06093,57,-1,Location 1,Qualifying Group 3
1614431909,27/02/21 13:18,22.8889,27.3,30,937.014,0,56,-1,Location 1,Qualifying Group 3
1614431974,27/02/21 13:19,22.8889,27.2,30,936.946,0,88,-1,Location 1,Qualifying Group 3
1619337619,25/04/21 8:00,14.2222,14.9,87,992.754,0,329,-1,Location 3,Qualifying Group 1
1619337684,25/04/21 8:01,14.2222,15,87,992.889,0,329,-1,Location 3,Qualifying Group 1
1619337749,25/04/21 8:02,14.2778,15,87,992.788,2.12187,284,-1,Location 3,Qualifying Group 1
1619337814,25/04/21 8:03,14.2778,15,87,992.855,1.06093,283,-1,Location 3,Qualifying Group 1
1619330453,25/04/21 6:00,12.2222,12,92,992.889,0,333,-1,Location 3,Free Practice 3
1619330518,25/04/21 6:01,12.2222,12,92,992.889,0,333,-1,Location 3,Free Practice 3
1619330583,25/04/21 6:03,12.2222,12,92,992.923,0,333,-1,Location 3,Free Practice 3
1619330648,25/04/21 6:04,12.2222,12,92,992.923,0,333,-1,Location 3,Free Practice 3
1619330708,25/04/21 6:05,12.2222,12,92,992.957,0,333,-1,Location 3,Free Practice 3
1619330774,25/04/21 6:06,12.2778,12,92,992.991,0,333,-1,Location 3,Free Practice 3
1619330839,25/04/21 6:07,12.2778,11.9,92,993.059,0,333,-1,Location 3,Free Practice 3
1619330903,25/04/21 6:08,12.2778,11.9,92,992.957,0,332,-1,Location 3,Free Practice 3
1619330964,25/04/21 6:09,12.2778,11.9,92,992.923,0,332,-1,Location 3,Free Practice 3
1619331029,25/04/21 6:10,12.2778,11.9,92,992.923,0,332,-1,Location 3,Free Practice 3
1619331094,25/04/21 6:11,12.2778,12,92,992.923,0,332,-1,Location 3,Free Practice 3
1619331159,25/04/21 6:12,12.2778,12,92,992.923,0,332,-1,Location 3,Free Practice 3
1619331219,25/04/21 6:13,12.2778,11.9,92,992.923,0,332,-1,Location 3,Free Practice 3
1619331284,25/04/21 6:14,12.2778,12,92,992.957,0,332,-1,Location 3,Free Practice 3
1619331350,25/04/21 6:15,12.2778,12,92,992.822,0,332,-1,Location 3,Free Practice 3
1619331414,25/04/21 6:16,12.2778,12,92,992.754,0,332,-1,Location 3,Free Practice 3
1619331475,25/04/21 6:17,12.2778,12,92,992.788,0,332,-1,Location 3,Free Practice 3
1619331540,25/04/21 6:19,12.2778,12,92,992.754,0,332,-1,Location 3,Free Practice 3
1619331605,25/04/21 6:20,12.2778,12,92,992.822,0,332,-1,Location 3,Free Practice 3
1619331670,25/04/21 6:21,12.2778,12,92,992.822,0,332,-1,Location 3,Free Practice 3
1619331730,25/04/21 6:22,12.2778,12,92,992.855,0,332,-1,Location 3,Free Practice 3
1619331795,25/04/21 6:23,12.3333,12,92,992.855,0,332,-1,Location 3,Free Practice 3
1619331860,25/04/21 6:24,12.3333,12,92,992.822,0,332,-1,Location 3,Free Practice 3
1619331925,25/04/21 6:25,12.3333,12,92,992.923,0,332,-1,Location 3,Free Practice 3
1619331990,25/04/21 6:26,12.3333,12,92,992.855,0,332,-1,Location 3,Free Practice 3
1619332051,25/04/21 6:27,12.3333,12,92,992.855,0,332,-1,Location 3,Free Practice 3
1619332116,25/04/21 6:28,12.3333,12,92,992.822,0,332,-1,Location 3,Free Practice 3
1619332181,25/04/21 6:29,12.3889,12,92,992.788,0,332,-1,Location 3,Free Practice 3
1619332245,25/04/21 6:30,12.3889,12.1,92,992.889,0,332,-1,Location 3,Free Practice 3
1619332306,25/04/21 6:31,12.3889,12.1,92,993.025,0,332,-1,Location 3,Free Practice 3
1619332371,25/04/21 6:32,12.3889,12.1,92,992.957,0,332,-1,Location 3,Free Practice 3
1619332436,25/04/21 6:33,12.3889,12.2,92,992.991,0,332,-1,Location 3,Free Practice 3
1619332501,25/04/21 6:35,12.3889,12.2,92,993.059,0,332,-1,Location 3,Free Practice 3
1619332561,25/04/21 6:36,12.4444,12.3,93,992.923,0,332,-1,Location 3,Free Practice 3
1619332626,25/04/21 6:37,12.4444,12.3,93,992.923,0,332,-1,Location 3,Free Practice 3
1619332692,25/04/21 6:38,12.4444,12.3,93,992.855,0,332,-1,Location 3,Free Practice 3
1619332756,25/04/21 6:39,12.4444,12.4,92,992.889,0,332,-1,Location 3,Free Practice 3
1619332817,25/04/21 6:40,12.4444,12.4,92,992.923,0,331,-1,Location 3,Free Practice 3
1619332882,25/04/21 6:41,12.4444,12.4,92,992.923,0,331,-1,Location 3,Free Practice 3
1619332947,25/04/21 6:42,12.5,12.4,92,992.889,0,331,-1,Location 3,Free Practice 3
1619333012,25/04/21 6:43,12.5,12.4,92,992.822,0,331,-1,Location 3,Free Practice 3
1619333077,25/04/21 6:44,12.5,12.4,92,992.822,0,331,-1,Location 3,Free Practice 3
1619338135,25/04/21 8:08,14.4444,15.8,87,992.957,2.12187,269,-1,Location 3,Qualifying Group 2
1619338200,25/04/21 8:10,14.5,16,87,992.889,1.06093,273,-1,Location 3,Qualifying Group 2
1619338260,25/04/21 8:11,14.5556,16.1,87,992.991,0,360,-1,Location 3,Qualifying Group 2
1619339091,25/04/21 8:24,14.7778,17,85,992.923,2.12187,266,-1,Location 3,Qualifying Group 4
1619339156,25/04/21 8:25,14.7778,17.3,85,992.855,2.12187,267,-1,Location 3,Qualifying Group 4
1619339222,25/04/21 8:27,14.7778,17.3,84,992.822,1.06093,265,-1,Location 3,Qualifying Group 4
1619338581,25/04/21 8:16,14.6667,16.3,86,992.889,0,296,-1,Location 3,Qualifying Group 3
1619338646,25/04/21 8:17,14.7222,16.1,86,992.923,0,304,-1,Location 3,Qualifying Group 3
1619338711,25/04/21 8:18,14.6667,16,85,992.991,1.06093,305,-1,Location 3,Qualifying Group 3
1619338776,25/04/21 8:19,14.6667,16,85,992.889,1.06093,150,-1,Location 3,Qualifying Group 3
1627203652,25/07/21 9:00,"19,32","19,3","79,51","1006,74","1,06",329,0,Location 7,Qualifying Group 1
1627203712,25/07/21 9:01,"19,2","19,3","80,21","1006,73","11,61",321,0,Location 7,Qualifying Group 1
1627203772,25/07/21 9:02,"19,25","19,2","79,99","1006,74","11,59",310,0,Location 7,Qualifying Group 1
1627203832,25/07/21 9:03,"19,11","19,2","80,48","1006,73","21,6",313,0,Location 7,Qualifying Group 1
1627204133,25/07/21 9:08,"19,22","19,2","80,73","1006,73","14,56",305,0,Location 7,Qualifying Group 2
1627204193,25/07/21 9:09,"19,33","19,2","80,35","1006,75","11,92",297,0,Location 7,Qualifying Group 2
1627204253,25/07/21 9:10,"19,24","19,2","80,29","1006,73","17,57",316,0,Location 7,Qualifying Group 2
1627204313,25/07/21 9:11,"19,05","19,2","81,26","1006,72",0,308,"0,01",Location 7,Qualifying Group 2
1627205093,25/07/21 9:24,"20,1","19,8","78,22","1006,71","10,03",297,0,Location 7,Qualifying Group 4
1627205153,25/07/21 9:25,"20,02","19,9","77,8","1006,7","9,24",316,0,Location 7,Qualifying Group 4
1627205213,25/07/21 9:26,"19,74","19,9","78,53","1006,69","8,79",314,0,Location 7,Qualifying Group 4
1627205273,25/07/21 9:27,"19,76",20,"78,7","1006,7","6,99",56,0,Location 7,Qualifying Group 4
1627204613,25/07/21 9:16,"19,75","19,3","78,72","1006,75","5,87",282,0,Location 7,Qualifying Group 3
1627204673,25/07/21 9:17,"19,83","19,4","78,47","1006,75","0,64",25,0,Location 7,Qualifying Group 3
1627204733,25/07/21 9:18,"19,66","19,4","79,3","1006,74",0,35,0,Location 7,Qualifying Group 3
1627204793,25/07/21 9:19,"19,64","19,5","79,48","1006,74","4,4",94,0,Location 7,Qualifying Group 3
1624208415,20/06/21 17:00,"2,04,444","47,5",69,"7,76,872","2,12,187",228,-1,Location 5,Qualifying Group 1
1624208480,20/06/21 17:01,"2,04,444","47,9",69,"7,76,804","31,828",227,-1,Location 5,Qualifying Group 1
1624208545,20/06/21 17:02,"20,5","47,9",69,"7,76,736","1,06,093",227,-1,Location 5,Qualifying Group 1
1624208610,20/06/21 17:03,"2,05,556","47,4",69,"7,76,702","63,656",216,-1,Location 5,Qualifying Group 1
1624198530,20/06/21 14:15,"1,60,556","24,6",86,"7,76,465",0,192,-1,Location 5,Free Practice 3
1624198605,20/06/21 14:16,"1,61,111","24,7",86,"7,76,465",0,192,-1,Location 5,Free Practice 3
1624198670,20/06/21 14:17,"1,61,111","24,7",86,"7,76,465",0,192,-1,Location 5,Free Practice 3
1624198735,20/06/21 14:18,"1,61,667","24,6",86,"7,76,465",0,192,-1,Location 5,Free Practice 3
1624198800,20/06/21 14:20,"1,62,222","24,6",85,"7,76,499",0,192,-1,Location 5,Free Practice 3
1624198860,20/06/21 14:21,"1,62,778","24,6",85,"7,76,465","2,12,187",192,-1,Location 5,Free Practice 3
1624198925,20/06/21 14:22,"1,62,778","24,6",85,"7,76,499",0,192,-1,Location 5,Free Practice 3
1624198990,20/06/21 14:23,"1,63,333","24,6",85,"7,76,465",0,192,-1,Location 5,Free Practice 3
1624199055,20/06/21 14:24,"1,64,444","24,8",85,"7,76,533",0,192,-1,Location 5,Free Practice 3
1624199115,20/06/21 14:25,"16,5",25,85,"7,76,499","2,12,187",59,-1,Location 5,Free Practice 3
1624199181,20/06/21 14:26,"1,66,667","25,1",84,"7,76,499","2,12,187",55,-1,Location 5,Free Practice 3
1624199246,20/06/21 14:27,"1,67,222","25,3",84,"7,76,499","1,06,093",55,-1,Location 5,Free Practice 3
1624199310,20/06/21 14:28,"1,68,333","25,4",83,"7,76,567","2,12,187",55,-1,Location 5,Free Practice 3
1624199371,20/06/21 14:29,"1,68,889","25,5",82,"7,76,533","2,12,187",55,-1,Location 5,Free Practice 3
1624199436,20/06/21 14:30,"1,69,444","25,9",82,"7,76,533","1,06,093",55,-1,Location 5,Free Practice 3
1624199501,20/06/21 14:31,"1,70,556",26,82,"7,76,499","1,06,093",55,-1,Location 5,Free Practice 3
1624199566,20/06/21 14:32,"1,71,667",26,82,"7,76,465","1,06,093",55,-1,Location 5,Free Practice 3
1624199631,20/06/21 14:33,"1,72,222","26,5",81,"7,76,431","1,06,093",55,-1,Location 5,Free Practice 3
1624199691,20/06/21 14:34,"1,72,778","26,6",81,"7,76,364",0,55,-1,Location 5,Free Practice 3
1624199757,20/06/21 14:35,"1,73,889","26,8",81,"7,76,364","2,12,187",55,-1,Location 5,Free Practice 3
1624199822,20/06/21 14:37,"1,74,444","27,1",81,"7,76,364",0,355,-1,Location 5,Free Practice 3
1624199887,20/06/21 14:38,"1,75,556","27,2",81,"7,76,431","1,06,093",226,-1,Location 5,Free Practice 3
1624199951,20/06/21 14:39,"1,76,111","27,4",81,"7,76,397","2,12,187",351,-1,Location 5,Free Practice 3
1624200012,20/06/21 14:40,"1,76,667","27,6",80,"7,76,431",0,351,-1,Location 5,Free Practice 3
1624200077,20/06/21 14:41,"1,76,667","27,7",81,"7,76,431",0,351,-1,Location 5,Free Practice 3
1624200142,20/06/21 14:42,"1,77,778","27,7",81,"7,76,465","1,06,093",355,-1,Location 5,Free Practice 3
1624200202,20/06/21 14:43,"1,78,333","28,1",81,"7,76,465","1,06,093",355,-1,Location 5,Free Practice 3
1624200267,20/06/21 14:44,"1,78,889","28,1",81,"7,76,499",0,355,-1,Location 5,Free Practice 3
1624200332,20/06/21 14:45,"1,79,444","28,1",80,"7,76,499",0,355,-1,Location 5,Free Practice 3
1624200397,20/06/21 14:46,18,"28,4",80,"7,76,533","1,06,093",355,-1,Location 5,Free Practice 3
1624200457,20/06/21 14:47,"1,80,556","28,4",80,"7,76,499","1,06,093",355,-1,Location 5,Free Practice 3
1624200523,20/06/21 14:48,"1,80,556","28,4",80,"7,76,634",0,355,-1,Location 5,Free Practice 3
1624200588,20/06/21 14:49,"1,81,111","28,6",80,"7,76,601",0,355,-1,Location 5,Free Practice 3
